,zc
11801,60661
11802,60611
11803,60611
11804,60605
11805,60601
11806,60601
11807,nan
11808,60601
11809,60610
11810,60606
11811,60606
11812,60610
11813,60657
11814,60614
11815,60640
11816,60606
11817,60601
11818,60601
11819,60601
11820,60601
11821,60601
11822,60606
11823,60601
11824,60605
11825,60605
11826,60613
11827,60640
11828,60610
11829,60614
11830,60614
11831,60610
11832,60601
11833,60614
11834,60611
11835,60606
11836,60605
11837,60607
11838,60606
11839,60606
11840,60606
11841,60610
11842,60661
11843,60607
11844,60605
11845,60606
11846,60622
11847,60607
11848,60606
11849,nan
11850,60606
11851,60605
11852,60613
11853,60660
11854,60657
11855,60613
11856,60606
11857,60614
11858,60614
11859,nan
11860,60614
11861,60614
11862,60657
11863,60611
11864,60654
11865,60654
11866,60642
11867,60642
11868,60201
11869,nan
11870,60614
11871,60610
11872,60610
11873,60606
11874,60610
11875,60614
11876,60607
11877,60607
11878,60660
11879,60606
11880,60606
11881,60606
11882,nan
11883,60606
11884,60607
11885,60614
11886,60610
11887,60610
11888,60610
11889,60614
11890,60604
11891,60603
11892,nan
11893,9020
11894,nan
11895,60610
11896,60610
11897,60605
11898,60611
11899,60657
11900,60605
11901,60647
11902,60647
11903,60622
11904,60622
11905,60637
11906,60610
11907,nan
11908,60610
11909,nan
11910,nan
11911,60610
11912,60601
11913,60613
11914,60606
11915,60606
11916,60606
11917,60606
11918,60613
11919,60618-9997
11920,60613
11921,60613
11922,60601
11923,60640
11924,60601
11925,nan
11926,60622
11927,60601
11928,60601
11929,60601
11930,60601
11931,60625
11932,60622
11933,60622
11934,60606
11935,60606
11936,60661
11937,60607
11938,60605
11939,60606
11940,60657
11941,60618
11942,60657
11943,60606
11944,60657
11945,60614
11946,60614
11947,60614
11948,60613
11949,60622
11950,60657
11951,60654
11952,60654
11953,60614
11954,nan
11955,60637
11956,nan
11957,60618
11958,60614
11959,60637
11960,60637
11961,nan
11962,60637
11963,60607
11964,60647
11965,60611
11966,60660
11967,60603
11968,60611
11969,60607
11970,60622
11971,60607
11972,60661
11973,60613
11974,60622
11975,60607
11976,60606
11977,60607
11978,60603
11979,60607
11980,60611
11981,60606
11982,60614
11983,60606
11984,60601
11985,60601
11986,60606
11987,60601
11988,60606
11989,60601
11990,60601
11991,60637
11992,60606
11993,60601
11994,60607
11995,nan
11996,60610
11997,60607
11998,60608
11999,60610
12000,60610
12001,60611
12002,60611
12003,60654
12004,60625
12005,60603
12006,60603
12007,60696
12008,60611
12009,60614
12010,60696
12011,60614
12012,60610
12013,60611
12014,60614
12015,60606
12016,60657
12017,60657
12018,60657
12019,60640
12020,nan
12021,60614
12022,60606
12023,60606
12024,60610
12025,60660
12026,60610
12027,nan
12028,60602
12029,60614
12030,60629
12031,60637
12032,60614
12033,nan
12034,60606
12035,60614
12036,60611
12037,60657
12038,60613
12039,60601
12040,60601
12041,60601
12042,60601
12043,60601
12044,60601
12045,60604
12046,60611
12047,60602
12048,60606
12049,60610
12050,60610
12051,60607
12052,60607
12053,60614
12054,60657
12055,60657
12056,60614
12057,60601
12058,60614
12059,60614
12060,60622
12061,60610
12062,60610
12063,60606
12064,60606
12065,60611
12066,60605
12067,60610
12068,60606
12069,60601
12070,60610
12071,60642
12072,60661
12073,60647
12074,60647
12075,60647
12076,60647
12077,60647
12078,60610
12079,60606
12080,60605
12081,60604
12082,nan
12083,60637
12084,60657
12085,60614
12086,60614
12087,60614
12088,60606
12089,60615
12090,60601
12091,60622
12092,60603
12093,60603
12094,60606
12095,60606
12096,60601
12097,60601
12098,60601
12099,60601
12100,60611
12101,60601
12102,60601
12103,60614
12104,60613
12105,60614
12106,60614
12107,60607
12108,60614
12109,60657
12110,60614
12111,60614
12112,60657
12113,60654
12114,60657
12115,60614
12116,60657
12117,60601
12118,60640
12119,60614
12120,60611
12121,60614
12122,60606
12123,60614
12124,60611
12125,60606
12126,60601
12127,60613
12128,60657
12129,60637
12130,nan
12131,60637
12132,60622
12133,60637
12134,60637
12135,60637
12136,60637
12137,60622
12138,60637
12139,nan
12140,60637
12141,60642
12142,60637
12143,60613
12144,60642
12145,60622
12146,60661
12147,60637
12148,60615
12149,60622
12150,60611
12151,60614
12152,60696
12153,60696
12154,60610
12155,60696
12156,60611
12157,60614
12158,nan
12159,60637
12160,60601
12161,60601
12162,60614
12163,60614
12164,60602
12165,60642
12166,60642
12167,60614
12168,60622
12169,60637
12170,60622
12171,60637
12172,60642
12173,60618
12174,60637
12175,60606
12176,60604
12177,60657
12178,60614
12179,60661
12180,60625
12181,60661
12182,60625
12183,60607
12184,60604
12185,60604
12186,60611
12187,60601
12188,60614
12189,60601
12190,60622
12191,60601
12192,60657
12193,60614
12194,60654
12195,60610
12196,60657
12197,60601
12198,60601
12199,60647
12200,60647
12201,60647
12202,nan
12203,60647
12204,60647
12205,nan
12206,60616
12207,nan
12208,60616
12209,60657
12210,nan
12211,60622
12212,60622
12213,nan
12214,60607
12215,60614
12216,60607
12217,60661
12218,60661
12219,60616
12220,60616
12221,60616
12222,60610
12223,60601
12224,60614
12225,60618
12226,60657
12227,60614
12228,60611
12229,60640
12230,60613
12231,60614
12232,60613
12233,60614
12234,60614
12235,60614
12236,60614
12237,60654
12238,60632
12239,60611
12240,60611
12241,60604
12242,60611
12243,60604
12244,60606
12245,60622
12246,60625
12247,60622
12248,60625
12249,60625
12250,60606
12251,60625
12252,60661
12253,60661
12254,60625
12255,60610
12256,60611
12257,60607
12258,60611
12259,60611
12260,60610
12261,60607
12262,60608
12263,60607
12264,60611
12265,60610
12266,60610
12267,60610
12268,60611
12269,60610
12270,60607
12271,60611
12272,60610
12273,60661
12274,60607
12275,60607
12276,60610
12277,60614
12278,60608
12279,60607
12280,60607
12281,60610
12282,60607
12283,60606
12284,60610
12285,60614
12286,nan
12287,nan
12288,60637
12289,60622
12290,60607
12291,60642
12292,60647
12293,60661
12294,60647
12295,60647
12296,60647
12297,60605
12298,60605
12299,60605
12300,60601
12301,nan
12302,60637
12303,60614
12304,nan
12305,60637
12306,nan
12307,60642
12308,60622
12309,60614
12310,60637
12311,60622
12312,60612
12313,60618
12314,60604
12315,60618
12316,nan
12317,60601
12318,60601
12319,60606
12320,60608
12321,60613
12322,60613
12323,60601
12324,60601
12325,60657
12326,60601
12327,60611
12328,60610
12329,60610
12330,60611
12331,60607
12332,60611
12333,60611
12334,60607
12335,60614
12336,60614
12337,60611
12338,60642
12339,60608
12340,60611
12341,nan
12342,60642
12343,60642
12344,nan
12345,60610
12346,60696
12347,60661
12348,60611
12349,60614
12350,60614
12351,60614
12352,60696
12353,60661
12354,60610
12355,60614
12356,60602
12357,60611
12358,60618
12359,60637
12360,60637
12361,nan
12362,60614
12363,nan
12364,60637
12365,60647
12366,60661
12367,60647
12368,60622
12369,60661
12370,60647
12371,60661
12372,60611
12373,60615
12374,60654
12375,60601
12376,60611
12377,60622
12378,60601
12379,60610
12380,nan
12381,60614
12382,60614
12383,60614
12384,60614
12385,60610
12386,60614
12387,60611
12388,60611
12389,60654
12390,60608
12391,60642
12392,60642
12393,60604
12394,nan
12395,60606
12396,60611
12397,60611
12398,60611
12399,60654
12400,60604
12401,60604
12402,60654
12403,60611
12404,60611
12405,60607
12406,60606
12407,60601
12408,60660
12409,60614
12410,60601
12411,60657
12412,60614
12413,60610
12414,60657
12415,60614
12416,60601
12417,60614
12418,60610
12419,60601
12420,60657
12421,60614
12422,60618
12423,60611
12424,60616
12425,60696
12426,60614
12427,60605
12428,60605
12429,60615
12430,60615
12431,60613
12432,60614
12433,60614
12434,60614
12435,60614
12436,60614
12437,60614
12438,60613
12439,60613
12440,60605
12441,60613
12442,60613
12443,606476
12444,60647
12445,60622
12446,nan
12447,nan
12448,nan
12449,60661
12450,60614
12451,60614
12452,60610
12453,60610
12454,nan
12455,60606
12456,60611
12457,nan
12458,60614
12459,60637
12460,60622
12461,60637
12462,60637
12463,60645
12464,60651
12465,60637
12466,60637
12467,60610
12468,60610
12469,60610
12470,60614
12471,60610
12472,60611
12473,60604
12474,60601
12475,60607
12476,60618
12477,60613
12478,60611
12479,60622
12480,nan
12481,60614
12482,60637
12483,60661
12484,60622
12485,60637
12486,60637
12487,60637
12488,60637
12489,60622
12490,60637
12491,60614
12492,60637
12493,60637
12494,60622
12495,60642
12496,60614
12497,60610
12498,60614
12499,nan
12500,60606
12501,60606
12502,60637
12503,nan
12504,60614
